1,53.56356167793274
0,0
1,70.25287318229675
0,0
1,44.31622838973999
1,63.56088852882385
1,47.46088671684265
1,49.66242814064026
1,40.70195436477661
1,80.2835750579834
1,57.87054467201233
1,47.12890124320984
1,48.496052980422974
1,69.17924427986145
0,0
1,74.9928686618805
1,49.64559197425842
0,0
1,46.3017475605011
0,0
0,0
0,0
1,51.02866458892822
1,54.6998770236969
0,0
1,40.48866248130798
0,0
1,54.392905712127686
0,0
0,0
0,0
1,41.44499754905701
1,41.176520347595215
0,0
1,47.273683309555054
1,44.71111607551575
1,60.49540066719055
0,0
0,0
1,52.35231351852417
1,48.478256940841675
1,54.849528074264526
1,50.74417448043823
1,45.567726612091064
1,62.824976444244385
1,47.307568073272705
1,40.9303560256958
1,49.563392162323
0,0
0,0
0,0
1,47.745346546173096
0,0
1,48.24401640892029
0,0
1,50.7162230014801
0,0
0,0
0,0
1,70.22876977920532
1,46.14397048950195
1,55.238149642944336
1,53.23197793960571
0,0
0,0
1,49.00235462188721
1,55.195040225982666
1,56.58847165107727
0,0
1,53.432294607162476
0,0
1,56.8399543762207
1,69.19652342796326
1,41.57502269744873
0,0
1,39.90963625907898
0,0
1,48.69243311882019
0,0
0,0
0,0
0,0
0,0
1,47.96793341636658
0,0
1,44.78225755691528
0,0
1,47.159350872039795
1,45.09106802940369
1,49.35314679145813
0,0
0,0
1,52.74921154975891
1,49.2107880115509
0,0
0,0
1,38.99314212799072
1,38.81583619117737
1,42.59432530403137
1,65.88181853294373
